percentCovered	fragmentsCovered	fragmentsAssigned	rankCode	ncbiID	name
  0.00	1003	1003	S	2953972	                    Wolbachia endosymbiont (group B) of Agriphila straminella
  0.00	970	970	S	2953978	                    Wolbachia endosymbiont (group A) of Anomoia purmunda
  0.00	935	935	S	2954018	                    Wolbachia endosymbiont (group A) of Hylaeus communis
  0.00	894	894	S	931100	                    Wolbachia endosymbiont of Oedothorax gibbosus
  0.00	884	884	S	2954012	                    Wolbachia endosymbiont (group B) of Eucosma cana
  0.00	871	871	S	2902422	                    Wolbachia endosymbiont of Frankliniella intonsa
  0.00	797	797	S	2954039	                    Wolbachia endosymbiont (group B) of Pandemis corylana
  0.00	752	752	S	2954009	                    Wolbachia endosymbiont (group B) of Episyrphus balteatus
  0.00	660	660	S	2954014	                    Wolbachia endosymbiont (group B) of Euphydryas aurinia
  0.00	653	653	S	1335053	                    Wolbachia endosymbiont of Chrysomya megacephala
  0.00	651	651	S	2954006	                    Wolbachia endosymbiont (group A) of Epagoge grotiana
  0.00	650	650	S	2954011	                    Wolbachia endosymbiont (group B) of Erynnis tages
  0.00	643	643	S	3080329	                    Wolbachia endosymbiont of Drosophila aff. chauvacae BK-2020
  0.00	590	590	S	2954042	                    Wolbachia endosymbiont (group A) of Phalera bucephala
  0.00	581	581	S	282263	                    Wolbachia endosymbiont of Drosophila innubila
  0.00	568	568	S	2953988	                    Wolbachia endosymbiont (group A) of Bombylius major
  0.00	497	497	S	2953993	                    Wolbachia endosymbiont (group B) of Catoptria pinella
  0.00	494	494	S	2954056	                    Wolbachia endosymbiont (group A) of Sicus ferrugineus
  0.00	475	475	S	375919	                    Wolbachia endosymbiont of Drosophila pseudotakahashii
  0.00	463	463	S	2954061	                    Wolbachia endosymbiont (group A) of Sympetrum striolatum
  0.00	416	416	S	1633785	                    Wolbachia endosymbiont of Drosophila incompta
  0.00	400	400	S	2969106	                    Wolbachia endosymbiont of Listronotus oregonensis
  0.00	400	400	S	2883236	                    Wolbachia endosymbiont of Psylliodes chrysocephala
  0.00	377	377	S	2954055	                    Wolbachia endosymbiont (group A) of Scambus nigricans
  0.00	365	365	S	2954025	                    Wolbachia endosymbiont (group A) of Lasioglossum morio
  0.00	338	338	S	2954017	                    Wolbachia endosymbiont (group B) of Hylaea fasciaria
  0.00	336	336	S	497299	                    Wolbachia endosymbiont of Ceratosolen solmsi
  0.00	335	335	S	2954008	                    Wolbachia endosymbiont (group A) of Epistrophe grossularia
  0.00	321	321	S	2954037	                    Wolbachia endosymbiont (group B) of Pammene fasciana
  0.00	310	310	S	2954068	                    Wolbachia endosymbiont (group A) of Yponomeuta plumbellus
  0.00	301	301	S	167957	                    Wolbachia endosymbiont of Aedes albopictus
  0.00	297	297	S	2954057	                    Wolbachia endosymbiont (group A) of Sphaerophoria taeniata
  0.00	293	293	S	2953999	                    Wolbachia endosymbiont (group A) of Coremacera marginata
  0.00	291	291	S	2953987	                    Wolbachia endosymbiont (group A) of Bibio marci
  0.00	281	281	S	2954016	                    Wolbachia endosymbiont (group A) of Gymnosoma rotundatum
  0.00	280	280	S	2954004	                    Wolbachia endosymbiont (group A) of Endotricha flammealis
  0.00	271	271	S	2886377	                    Wolbachia endosymbiont of Phyllotreta cruciferae
  0.00	265	265	S	2953975	                    Wolbachia endosymbiont (group A) of Andrena dorsata
  0.00	243	0	S	263437	                    Wolbachia endosymbiont of Culex quinquefasciatus
  0.00	243	243	S1	570417	                      Wolbachia endosymbiont of Culex quinquefasciatus Pel
  0.00	225	225	S	2953986	                    Wolbachia endosymbiont (group B) of Athalia cordata
  0.00	220	220	S	2953971	                    Wolbachia endosymbiont (group A) of Acrocera orbiculus
  0.00	214	214	S	2954052	                    Wolbachia endosymbiont (group B) of Pyrgus malvae
  0.00	205	205	S	2954027	                    Wolbachia endosymbiont (group B) of Lycaena phlaeas
  0.00	197	197	S	2953995	                    Wolbachia endosymbiont (group A) of Cheilosia soror
  0.00	184	184	S	2953981	                    Wolbachia endosymbiont (group B) of Aporia crataegi
  0.00	167	167	S	2742717	                    Wolbachia endosymbiont of Wiebesia pumilae
  0.00	158	158	S	2954064	                    Wolbachia endosymbiont (group A) of Trypoxylon clavicerum
  0.00	157	157	S	2954023	                    Wolbachia endosymbiont (group A) of Lasioglossum lativentre
  0.00	153	153	S	2953998	                    Wolbachia endosymbiont (group B) of Colias croceus
  0.00	146	146	S	2591635	                    Wolbachia endosymbiont of Carposina sasakii
  0.00	131	131	S	3066209	                    Wolbachia endosymbiont (group A) of Ophion costatus
  0.00	119	119	S	3066210	                    Wolbachia endosymbiont (group A) of Ophion ellenae
  0.00	108	108	S	246273	                    Wolbachia endosymbiont of Cimex lectularius
  0.00	105	105	S	2769078	                    Wolbachia endosymbiont of Spodoptera picta
  0.00	104	104	S	2953984	                    Wolbachia endosymbiont (group B) of Archips podanus
  0.00	103	103	S	2954002	                    Wolbachia endosymbiont (group A) of Ectemnius continuus
  0.00	99	99	S	307502	                    Wolbachia endosymbiont of Drosophila ananassae
  0.00	99	99	S	2954050	                    Wolbachia endosymbiont (group A) of Protocalliphora azurea
  0.00	98	98	S	2953982	                    Wolbachia endosymbiont (group B) of Apotomis betuletana
  0.00	93	93	S	169402	                    Wolbachia endosymbiont of Folsomia candida
  0.00	92	92	S	2953974	                    Wolbachia endosymbiont (group A) of Ancistrocerus nigricornis
  0.00	87	87	S	2954031	                    Wolbachia endosymbiont (group A) of Merzomyia westermanni
  0.00	74	74	S	502352	                    Wolbachia endosymbiont of Delia radicum
  0.00	73	73	S	1812115	                    Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis
  0.00	65	65	S	2954028	                    Wolbachia endosymbiont (group A) of Macropis europaea
  0.00	65	65	S	2954003	                    Wolbachia endosymbiont (group B) of Emmelina monodactyla
  0.00	60	60	S	2954044	                    Wolbachia endosymbiont (group A) of Pheosia gnoma
  0.00	59	59	S	2732594	                    Wolbachia endosymbiont of Ctenocephalides felis wCfeJ
  0.00	59	59	S	2953983	                    Wolbachia endosymbiont (group B) of Apotomis turbidana
  0.00	50	50	S	2732593	                    Wolbachia endosymbiont of Ctenocephalides felis wCfeT
  0.00	43	43	S	2954034	                    Wolbachia endosymbiont (group B) of Nymphalis c-album
  0.00	42	42	S	3066208	                    Wolbachia endosymbiont (group A) of Nomada hirtipes
  0.00	25	25	S	2954049	                    Wolbachia endosymbiont (group B) of Polyommatus icarus
  0.00	24	24	S	2954007	                    Wolbachia endosymbiont (group A) of Epirrhoe alternata
  0.00	24	24	S	2954013	                    Wolbachia endosymbiont (group B) of Eupeodes latifasciatus
  0.00	18	18	S	183754	                    Wolbachia endosymbiont of Ostrinia scapulalis
  0.00	8	8	S	2954063	                    Wolbachia endosymbiont (group A) of Tiphia femorata
  0.00	6	6	S	2603209	                    Wolbachia endosymbiont of Zaprionus tsacasi
  0.00	6	6	S	2953979	                    Wolbachia endosymbiont (group A) of Anoplius nigerrimus
  0.00	5	5	S	2954033	                    Wolbachia endosymbiont (group A) of Nomada fabriciana
  0.00	4	4	S	80850	                    Wolbachia endosymbiont of Litomosoides sigmodontis
  0.00	3	3	S	2954040	                    Wolbachia endosymbiont (group B) of Parapoynx stratiotata
  0.00	3	3	S	218111	                    Wolbachia endosymbiont of Corcyra cephalonica
  0.00	2	2	S	1812111	                    Wolbachia endosymbiont of Cruorifilaria tuberocauda
  0.00	2	2	S	2954060	                    Wolbachia endosymbiont (group A) of Sphecodes monilicornis
  0.00	1	1	S	2883238	                    Wolbachia endosymbiont of Chironomus riparius
  0.00	1	1	S	96495	                    Wolbachia endosymbiont of Brugia pahangi
  0.00	1	1	S	2954045	                    Wolbachia endosymbiont (group B) of Pheosia tremula
  0.00	1	1	S	2954067	                    Wolbachia endosymbiont (group B) of Xestia c-nigrum
  0.00	1	1	S	1812112	                    Wolbachia endosymbiont of Dipetalonema caudispina
  0.00	1	1	S	2953976	                    Wolbachia endosymbiont (group A) of Andrena haemorrhoa
  0.00	0	0	S	2953994	                    Wolbachia endosymbiont (group B) of Celastrina argiolus
  0.00	0	0	S	2954062	                    Wolbachia endosymbiont (group B) of Thymelicus sylvestris
  0.00	0	0	S	2954043	                    Wolbachia endosymbiont (group B) of Phalera bucephala
  0.00	0	0	S	2954041	                    Wolbachia endosymbiont (group B) of Pararge aegeria
  0.00	0	0	S	2953990	                    Wolbachia endosymbiont (group B) of Campaea margaritaria
  0.00	0	0	S	546165	                    Wolbachia endosymbiont of Aedes aegypti
  0.00	0	0	S	260917	                    Wolbachia endosymbiont of Drosophila santomea
  0.00	0	0	S	260915	                    Wolbachia endosymbiont of Drosophila yakuba
  0.00	0	0	S	163164	                    Wolbachia endosymbiont of Drosophila melanogaster
  0.00	0	0	S	154048	                    Wolbachia endosymbiont of Ostrinia furnacalis
  0.00	0	0	S	100901	                    Wolbachia endosymbiont of Onchocerca ochengi
  0.00	0	0	S	80849	                    Wolbachia endosymbiont of Brugia malayi
  0.00	0	0	S1	292805	                      Wolbachia endosymbiont strain TRS of Brugia malayi
  0.00	0	0	S	77551	                    Wolbachia endosymbiont of Onchocerca volvulus
  0.00	0	0	S1	1410384	                      Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon
  0.00	413	413	S	955	                  Wolbachia pipientis
  0.00	284	284	S	1845000	                  Candidatus Wolbachia massiliensis
